"shoppingcartitemid","shoppingcartitemstudentid","shoppingcartitemclassid","shoppingcartitemquantity","shoppingcartid","shoppingcartaddtime"
"1174","306525431","159","1","lufl1fc1k6hvv8u6oo38d62qv4","2023-11-15 23:01:04"
"1175","756191184","146","1","incgkq1r5j398pm3k48t64u4j6","2023-11-16 00:04:37"
"1176","806989017","146","1","5tp61k7bkrtcjib11018lnd1qu","2023-11-16 00:17:49"
"1177","418392190","139","1","mbn6nml6ag364nbdppdn1dai6a","2023-11-16 00:27:06"
"1178","468508638","139","1","b6csg55c7sv6eg4lrskqfncdug","2023-11-16 05:33:03"
"1179","146231515","141","1","s4ja0rgr40650bnk83bhnokik9","2023-11-16 05:56:10"
"1181","859135278","156","1","naeu18hjos8c61jk226rkikq9a","2023-11-16 10:30:55"
"1182","225767717","162","1","ug6pc400e23rlb7d07lnqm3gk2","2023-11-16 10:43:24"
"1183","225767717","157","1","ug6pc400e23rlb7d07lnqm3gk2","2023-11-16 10:43:31"
"1184","733444706","159","1","sv2ni1bmo1rmicrjdr0nf8ck4g","2023-11-16 10:53:57"
"1185","387488436","159","1","ap12gq7ikth3tq653gnj989mbc","2023-11-16 11:01:46"
"1186","978076289","143","1","g0sfnpdjv9t13hins3caillv5o","2023-11-16 11:15:27"
"1187","121340175","143","1","frcnuns7ord606pm8lnp5gp0em","2023-11-16 11:25:00"
"1188","381050061","152","1","7o619m501g9fne8lp68b5p8s0j","2023-11-16 14:24:38"
"1189","131","141","1","7pq6rnepoqtrvftkrtgl85nebe","2023-11-16 14:39:45"
"1190","131","158","1","7pq6rnepoqtrvftkrtgl85nebe","2023-11-16 14:41:53"
"1191","772722651","143","1","63r9q8ta2sbeno1k3s2ekpvi4h","2023-11-16 14:56:20"
"1192","851447190","143","1","aruu9bud560pd82i3g9n0i1dmd","2023-11-16 16:36:36"
"1193","789090050","143","1","uj36h2t04mucmskj51ctaa5nun","2023-11-16 16:55:12"
"1194","856974246","159","1","9b7emkk5jmmel6p8ivf97ue4me","2023-11-16 17:16:55"
"1195","546505100","143","1","68jamvu1p5hejp8q8dgl21fipo","2023-11-16 17:18:43"
"1196","50","143","1","0q6abveraaunf53p7318kgkjt2","2023-11-16 18:42:35"
"1197","237969106","143","1","fqpnics7qssgahpji81rq5j95c","2023-11-16 18:45:58"
"1198","901641127","141","1","gjpbmr906i5k7ppllpkcgp76k3","2023-11-16 19:00:11"
"1199","248700963","141","1","qmphj3hd8hqufpa6g8sqpbme1r","2023-11-16 20:24:51"
"1200","288813750","141","1","lmektl8a9qohoucpdo1htoanmf","2023-11-16 20:57:32"
"1201","619574792","139","1","pgjd89vc4rq6ias6vfu0o9s5he","2023-11-16 21:52:38"
"1202","410893636","152","1","kqromgel8rlq4a7o60bvrd1sp7","2023-11-16 22:14:25"
"1203","520841926","149","1","s86athouqpthp3c7qe5datt952","2023-11-17 00:38:16"
"1204","942060887","141","1","l4dgi4qruob2rcr9slaomkklfh","2023-11-17 03:52:12"
"1205","452842280","139","1","as14t545enqv75esnkgra2hqkm","2023-11-17 08:27:02"
"1206","282109650","156","1","l6u574nnomn1q86ajgih8mmmb1","2023-11-17 09:12:22"
"1207","110339920","139","1","9udrujpr0avg6a6j9up8pd89hm","2023-11-17 09:32:31"
"1209","110339920","158","1","9udrujpr0avg6a6j9up8pd89hm","2023-11-17 09:33:40"
"1212","129","139","1","ifeokobn063naa07h5066v9ptj","2023-11-17 10:47:54"
"1213","129","139","1","dsl3fkogop8hb2q86hsfngginb","2023-11-17 10:52:40"
"1214","304948101","146","1","2mdi935pv6klhrl9vqushcr3jm","2023-11-17 11:46:32"
"1215","98","141","1","r4u6udl9ti3ovl0alc2j41hru1","2023-11-17 12:53:30"
"1216","98","151","1","r4u6udl9ti3ovl0alc2j41hru1","2023-11-17 12:53:40"
"1217","98","158","1","r4u6udl9ti3ovl0alc2j41hru1","2023-11-17 12:54:07"
"1218","98","152","1","r4u6udl9ti3ovl0alc2j41hru1","2023-11-17 12:54:09"
"1219","98","159","1","r4u6udl9ti3ovl0alc2j41hru1","2023-11-17 12:54:46"
"1220","98","160","1","r4u6udl9ti3ovl0alc2j41hru1","2023-11-17 12:54:48"
"1221","281457663","158","1","f2gje5ppg3n59jbopl7u6l43i8","2023-11-17 12:57:54"
"1222","281457663","152","1","f2gje5ppg3n59jbopl7u6l43i8","2023-11-17 12:57:57"
"1223","84","145","1","hebb98gdrrbta0kna93e3577uc","2023-11-17 13:16:28"
"1224","228505199","145","1","nh4033bpl5c880bl7hacaj4dqe","2023-11-17 15:07:26"
"1225","136","152","1","6j4n50tc72gb6lvbbcd97ae964","2023-11-17 15:55:45"
"1226","707835609","141","1","da9t8sqmcc9q7fitre4n8ek4do","2023-11-17 16:18:48"
"1227","245364886","139","1","63orkdrjpg1kuktmjqa1gn1frd","2023-11-17 16:42:50"
"1228","245364886","162","1","63orkdrjpg1kuktmjqa1gn1frd","2023-11-17 16:43:13"
"1229","81","141","1","5a9lsuksn78d8k5fvl6ro4nao2","2023-11-17 18:43:35"
"1231","589299342","141","1","80attbva7qq10157f54jstrorp","2023-11-17 20:51:52"
"1232","927936734","152","1","s5cvbkpvtih3l52fnpjhbpb3qm","2023-11-17 21:38:10"
"1233","137","156","2","q90m1jeqtkjrddfl4q0le1671m","2023-11-17 21:49:17"
"1234","453183145","141","1","aqisjdkkubqtfpnco57livupgj","2023-11-17 23:09:35"
"1235","836269533","141","1","e3hnbfk3at0pbpsn7havsbc998","2023-11-18 00:54:01"
"1236","217044669","141","1","2cu4tc2jsn85hc0uintek5iulh","2023-11-18 01:42:47"
"1237","954324118","156","2","9d76ckdui18dm7ec1l9qb95lmb","2023-11-18 10:02:21"
"1238","835087663","145","1","2qg7jmmbue709ltfaspk024r8j","2023-11-18 11:33:38"
"1239","457216054","139","1","nlc8gq7lm3bpp0cq5ocnnitof1","2023-11-18 11:34:53"
"1240","5","146","1","52prdikcjdm08nvjd0b250g0m8","2023-11-18 11:44:35"
"1241","138","139","1","mhe6jql3frfc4ln0dbfkruogre","2023-11-18 11:53:47"
"1242","107861562","152","1","ds73ftehhd3jtii2n6nkul0241","2023-11-18 12:35:14"
"1243","49","158","1","j7aork34unbjokb3h136vc5d2d","2023-11-18 13:12:17"
"1244","692024069","156","1","deptl3sidoftlp34n1rmqbjt9a","2023-11-18 13:13:49"
"1245","333008184","152","1","9pra3ef47dtqpged4qka7oifri","2023-11-18 13:58:21"
"1246","630274336","152","1","4fi6cn42obln97t168q29ikodn","2023-11-18 14:00:24"
"1247","909575575","146","1","nbrj5iodlm4v7m818p3n9tum9j","2023-11-18 14:41:57"
"1248","435111757","156","1","29eivb29gou424q4a95jjhfji6","2023-11-18 16:15:58"
"1249","118321086","158","1","g2pgdj7rkqbu30d3v4qpaii4tm","2023-11-18 19:22:35"
"1250","187300757","159","1","cnhiavrvkju67614vet0sdhqep","2023-11-18 21:02:41"
"1251","187300757","156","1","cnhiavrvkju67614vet0sdhqep","2023-11-18 21:02:47"
"1252","140","152","1","e47b5dikqb9jjmfrc999h22lh9","2023-11-18 21:20:26"
"1253","918793688","158","1","rr0gts7n4eevg22j38tv5keb8d","2023-11-18 22:03:59"
"1255","847779040","136","1","a1nfegja46hjlalp4f39cks420","2023-11-19 00:31:01"
"1256","262422969","158","1","vt8fe5eobi2qf67s1r433cpp33","2023-11-19 01:31:43"
"1257","53","158","1","u3vci5e448mjq2igb3ldbamu2f","2023-11-19 01:33:17"
"1258","53","159","1","u3vci5e448mjq2igb3ldbamu2f","2023-11-19 01:33:25"
"1259","53","160","1","u3vci5e448mjq2igb3ldbamu2f","2023-11-19 01:33:27"
"1260","53","162","1","u3vci5e448mjq2igb3ldbamu2f","2023-11-19 01:33:40"
"1261","53","161","1","u3vci5e448mjq2igb3ldbamu2f","2023-11-19 01:35:51"
"1262","415741823","159","1","rnensj6hdhhe4u8p0h6pq5qoir","2023-11-19 02:20:33"
"1263","185840696","159","1","685hl0mv21nbult23qamt96f2e","2023-11-19 02:23:26"
"1264","34","159","1","17bhloen7t5p2b40ndsc29q2pn","2023-11-19 03:04:31"
"1265","683058076","158","1","70dl4g39dq34sf8e66hmsug5bc","2023-11-19 08:57:34"
"1266","902326969","146","1","df36mfujqgnv5rod5v7eueb8g4","2023-11-19 09:38:46"
"1267","902326969","152","1","df36mfujqgnv5rod5v7eueb8g4","2023-11-19 09:38:52"
"1268","764759387","158","1","she9g5n9jk15ojmkub9p5ce7bl","2023-11-19 11:08:49"
"1269","98","162","1","fk8sdk6iv28knqk3qthp0t0ie8","2023-11-19 11:47:08"
"1270","244719528","158","1","5otsi2rvvgji40mba2vrg9c30v","2023-11-19 12:13:37"
"1271","103","140","1","3ro2p65ok3a9b2b7dcbr1vq4e7","2023-11-19 12:36:08"
"1272","760733317","150","1","k9qpc7tfn3irg3vgrkvjci904f","2023-11-19 12:56:43"
"1273","510109642","152","1","oqj87uruevfot56dhjiu06h25g","2023-11-19 14:06:34"
"1274","355406618","154","1","1ql4o9vgripoj8sp508o95e0ma","2023-11-19 16:51:23"
"1275","742829786","159","1","0vqil3iqmm64ni65d68juqtgnc","2023-11-19 17:39:51"
"1276","225401113","155","1","tka241btgnjha14lt6ev291bqi","2023-11-19 20:30:18"
"1277","332136307","170","1","gisggqhsmhu7tv6d6s5or6g155","2023-11-20 00:43:53"
"1278","217103011","155","1","1a7905vks0uo53o0j3mlepk022","2023-11-20 01:02:13"
"1279","710299342","154","1","fasku3hkgjh26fcdg3eh7e63mu","2023-11-20 01:51:54"
"1280","279332862","157","1","nqblivprq2nba936mtigk7tgh7","2023-11-20 03:31:31"
"1281","134","187","1","babmek3o0edl19g5vlqf1etcdr","2023-11-20 06:19:38"
"1282","134","159","1","jmghk16vnd3cn0dp1pr6ijkclj","2023-11-20 06:24:18"
"1283","318412330","160","1","hqei82mcji08g74gmne375hcoa","2023-11-20 07:58:37"
"1284","943098375","159","1","2msm54fcj2funma315pigrk3gu","2023-11-20 08:43:05"
"1285","422747836","170","1","qqieijhlcfc6e1tpmis1v8eqnb","2023-11-20 10:33:16"
"1286","34","159","1","0n0gol6abbegm9bsb3bgsfit3f","2023-11-20 11:22:43"
"1287","34","164","1","0n0gol6abbegm9bsb3bgsfit3f","2023-11-20 11:22:49"
"1288","34","165","1","0n0gol6abbegm9bsb3bgsfit3f","2023-11-20 11:22:52"
"1289","34","169","1","0n0gol6abbegm9bsb3bgsfit3f","2023-11-20 11:23:11"
"1290","34","171","1","0n0gol6abbegm9bsb3bgsfit3f","2023-11-20 11:23:17"
"1291","34","178","1","0n0gol6abbegm9bsb3bgsfit3f","2023-11-20 11:27:01"
"1293","866250539","163","1","i2ah9lgtiqauo6v1db3upatv4r","2023-11-20 11:55:23"
"1294","866250539","167","1","i2ah9lgtiqauo6v1db3upatv4r","2023-11-20 11:55:32"
"1295","866250539","168","1","i2ah9lgtiqauo6v1db3upatv4r","2023-11-20 11:55:39"
"1297","826594835","177","1","s2p6b7ob26bp73r2oq9j8u394h","2023-11-20 12:10:13"
"1298","826594835","163","1","s2p6b7ob26bp73r2oq9j8u394h","2023-11-20 12:10:26"
"1299","826594835","167","1","s2p6b7ob26bp73r2oq9j8u394h","2023-11-20 12:10:38"
"1300","826594835","168","1","s2p6b7ob26bp73r2oq9j8u394h","2023-11-20 12:10:43"
"1301","418849428","165","1","hvf4vvh7glg93fosraglnfjq5s","2023-11-20 12:13:22"
"1302","985496974","159","1","k3qkc3aiv8qluv4pj0hipss3to","2023-11-20 12:46:51"
"1303","648824540","159","1","e4vm3fdcu9cv2jjbcccr2n5vpd","2023-11-20 16:10:59"
"1304","823173185","156","1","gdfepp37uqaus08rn1km0i0cc7","2023-11-20 17:14:13"
"1305","872650255","156","1","elmh8n1mrhiq62pa06nqv6kfsu","2023-11-20 17:21:47"
"1307","311488818","170","1","citanr6b4js4rh58362tvunegd","2023-11-20 20:20:34"
"1308","757630775","159","1","42jbkidh77jai5mft75sr0ii01","2023-11-20 20:59:00"
"1309","975693250","140","1","0mqf67h6j7lb1tgvgfkndf1b2g","2023-11-20 21:34:51"
"1310","900759493","156","1","jgiiv7ltj6qgq5rqcgvk0vln99","2023-11-20 21:40:33"
"1311","139","187","1","0mqf67h6j7lb1tgvgfkndf1b2g","2023-11-20 21:47:56"
"1312","139","169","1","0mqf67h6j7lb1tgvgfkndf1b2g","2023-11-20 21:48:24"
"1313","139","172","2","0mqf67h6j7lb1tgvgfkndf1b2g","2023-11-20 21:49:52"
"1314","648501585","162","2","16k8abo2j0hjr0ii6av6p7csp7","2023-11-20 23:21:26"
"1315","260512364","163","1","lmau6e6gaqbauh97pe56e50vmh","2023-11-21 06:28:05"
"1316","260512364","168","1","lmau6e6gaqbauh97pe56e50vmh","2023-11-21 06:29:59"
"1317","260512364","170","1","lmau6e6gaqbauh97pe56e50vmh","2023-11-21 06:30:07"
"1318","260512364","165","1","lmau6e6gaqbauh97pe56e50vmh","2023-11-21 06:30:15"
"1319","139","140","1","dob5jufqds5ofgr6gupufqt8di","2023-11-21 09:46:31"
"1320","139","187","1","dob5jufqds5ofgr6gupufqt8di","2023-11-21 09:46:53"
"1321","139","169","1","dob5jufqds5ofgr6gupufqt8di","2023-11-21 09:47:15"
"1322","650056691","140","1","2k4c3gj9g6nmjue4ddu5tc4qjk","2023-11-21 12:03:49"
"1323","139","190","1","elcpet4pjod6qu8f78lmu1vure","2023-11-21 14:49:06"
"1324","933994292","159","1","lkh4ukee97suvkk0tk9rgj0td9","2023-11-21 15:46:59"
"1325","793580402","159","1","fhm3kilsjtmcp3uhu728mh6the","2023-11-21 15:55:00"
"1326","118303976","165","1","31a5192pa410ofm288hhfknho8","2023-11-21 17:24:16"
"1327","226807810","159","2","90df8mj1nvp00eitrfgp4a8kd6","2023-11-21 22:06:31"
"1329","779100871","157","1","8pqkqdghfp9la3g98rhl1rtapq","2023-11-21 23:31:48"
"1330","373847753","188","2","0ku4su6tssntjsu5errlitg5jo","2023-11-22 11:10:20"
"1331","400953234","157","1","sfqn1o8lpohkfg7b8goa5ujmoe","2023-11-22 11:47:39"
"1332","285207591","140","1","c3nneo1ttdk84doqueu9rlpa49","2023-11-22 12:35:15"
"1333","769358217","140","1","sdco90ca0fohgn32q2a8d9198f","2023-11-22 12:37:59"
"1334","16","157","1","s3dfmhh0c5hd0d7v4fmu9t6lg2","2023-11-22 12:52:33"
"1335","16","156","1","s3dfmhh0c5hd0d7v4fmu9t6lg2","2023-11-22 12:52:49"
"1336","591806932","159","1","nnpa21fuua1ri6vubd2nbalq74","2023-11-22 17:51:47"
"1337","53","157","1","tihnr22obu0bqk2nfcupr97fko","2023-11-22 18:57:41"
"1338","421630532","172","1","glsf5sg4jqgub4q03emum7lo8p","2023-11-22 20:49:05"
"1339","813952446","172","1","eubmj0tjk7df9do8hsfh631lbj","2023-11-22 20:52:49"
"1340","268452110","159","1","qc8viss9lpmer7hji1o2okv2g8","2023-11-22 21:12:15"
"1341","852764826","140","1","n3a27ldsm9089re45m0pfsi881","2023-11-22 21:34:48"
"1342","155541666","163","2","3gtmi5urp8f7g3tpd6p8a51jbi","2023-11-22 22:06:16"
"1343","155541666","168","1","3gtmi5urp8f7g3tpd6p8a51jbi","2023-11-22 22:06:39"
"1344","155541666","170","1","3gtmi5urp8f7g3tpd6p8a51jbi","2023-11-22 22:06:59"
"1345","662113024","140","1","rt196luek1idsm5csrsj9t2pgu","2023-11-22 22:20:39"
"1346","608590222","140","1","43081cq9rq2i1bknrj5iguktkl","2023-11-22 22:33:49"
"1347","660106862","159","1","37pcqg7n0h9er42ogp0prnucme","2023-11-22 22:55:17"
"1348","913100768","171","1","i66atps8pki9t9ckhursj1v6tr","2023-11-23 00:34:04"
"1349","61","171","1","ku53qdnrdr4qna4num69rsjo58","2023-11-23 00:36:52"
"1350","567029486","159","1","sv8nff7ln7bdka1kk4ovspa3o0","2023-11-23 00:43:10"
"1351","884987760","159","1","3uc2q0gd2ldjm4nnilbdf813o4","2023-11-23 11:48:02"
"1352","760152324","150","1","hn08ajdee5u94e4vofqoej4ure","2023-11-23 19:20:17"
"1353","682253887","150","1","homfrvlittivgqa4nc0re1d14s","2023-11-23 22:00:19"
"1354","682253887","155","1","homfrvlittivgqa4nc0re1d14s","2023-11-23 22:00:23"
"1355","50","156","1","o679cqvu7fj14eu4usri8jvqs3","2023-11-23 22:10:18"
"1357","264039103","165","1","qipgfs7hef30rs2crghvvusgt4","2023-11-23 22:18:35"
"1358","264039103","166","1","qipgfs7hef30rs2crghvvusgt4","2023-11-23 22:20:40"
"1359","222883756","167","1","qftum6u31djeo72j4fg55tc58f","2023-11-23 22:32:26"
"1360","881039022","163","1","dno9qfd8lkg2cf65l4krcbjhs8","2023-11-23 22:33:32"
"1361","962257397","181","1","e35oq9ce4m4hjvusfgb9gmbhi0","2023-11-23 22:38:18"
"1362","962257397","165","1","e35oq9ce4m4hjvusfgb9gmbhi0","2023-11-23 22:39:58"
"1363","123","156","1","rf220gqj3srnucu44j01pj9s9u","2023-11-23 22:40:48"
"1364","534391855","164","1","h0moh7i1rkr99cb26junrj8bj2","2023-11-23 22:41:04"
"1365","962257397","184","1","e35oq9ce4m4hjvusfgb9gmbhi0","2023-11-23 22:41:07"
"1368","3","168","1","4vdd00ltmsdtedba5jtp7ggcio","2023-11-23 22:43:48"
"1369","483940785","140","1","pqbna6h8oji5dec9seukkl6dmo","2023-11-23 22:49:37"
"1370","98","163","1","salcnbgojioj8l8jl1bpt22ao4","2023-11-23 22:51:25"
"1371","98","164","1","salcnbgojioj8l8jl1bpt22ao4","2023-11-23 22:51:29"
"1372","98","165","1","salcnbgojioj8l8jl1bpt22ao4","2023-11-23 22:51:37"
"1373","98","166","1","salcnbgojioj8l8jl1bpt22ao4","2023-11-23 22:51:39"
"1374","880275458","166","1","pgjsauieklelivggdrcbaf6r09","2023-11-23 22:58:40"
"1375","880275458","170","1","pgjsauieklelivggdrcbaf6r09","2023-11-23 22:59:00"
"1376","102","156","1","63d7ikfr9mhsescccud0gs0agh","2023-11-23 23:23:51"
"1377","949461134","150","1","3ck914cj3jo2hc8ooq5m2m1usk","2023-11-23 23:25:45"
"1378","102","165","1","63d7ikfr9mhsescccud0gs0agh","2023-11-23 23:26:09"
"1379","323967313","179","1","fa1jd8d3rsgd40an1vs8lrfvmp","2023-11-23 23:36:06"
"1380","88","187","2","fa1jd8d3rsgd40an1vs8lrfvmp","2023-11-23 23:37:30"
"1381","88","185","1","fa1jd8d3rsgd40an1vs8lrfvmp","2023-11-23 23:38:49"
"1382","769814357","159","1","k8oc1pd2iij4qc2uv45m2sc79c","2023-11-24 00:23:23"
"1383","153889512","170","1","506q9jpf9rgl0edocgapch712j","2023-11-24 00:24:54"
"1384","625037757","170","1","pnkod1jaajisv90vg48i2r8l2d","2023-11-24 00:25:58"
"1385","151","155","1","f03skff5qtnisvb0k5hp63765v","2023-11-24 00:42:39"
"1386","138981958","166","1","mq7q4pddrk4b5lkv2s77rfj7e4","2023-11-24 00:43:08"
"1387","632604175","164","1","rl7p3shraa69h6aiov28si2mek","2023-11-24 00:57:51"
"1388","632604175","165","1","rl7p3shraa69h6aiov28si2mek","2023-11-24 00:58:01"
"1389","377309345","170","1","spfgp7obf8pt3u3597itmoof6g","2023-11-24 00:58:35"
"1390","636181434","164","1","5ldi6r74kfb3h4u3rtjbrccqm3","2023-11-24 01:05:09"
"1391","524605880","168","1","tes8qdo61bi8rq7rkltrbdr5pc","2023-11-24 01:06:14"
"1392","881838060","172","1","amls1gm764vspk60t4k83e4stn","2023-11-24 02:49:02"
"1395","873428864","154","1","cdgscd0jo4ctk34qkv03afr2u7","2023-11-24 06:01:40"
"1397","796297678","168","1","k5g2onbf2ak73s749jnu91k3la","2023-11-24 06:12:01"
"1398","796297678","170","1","k5g2onbf2ak73s749jnu91k3la","2023-11-24 06:12:14"
"1399","153","168","1","novjti6kv3202om7t1thjf03p0","2023-11-24 06:18:25"
"1401","371881456","187","1","vsjv6fqs9polouee182qt3vi6q","2023-11-24 06:21:03"
"1403","217549043","156","1","jnvqcusvpcg3uvbmhvv2vctmha","2023-11-24 08:11:28"
"1405","507564864","173","1","ufhf4id4glfsn8iss0f45jjc8a","2023-11-24 08:33:44"
"1406","489573756","173","1","4f1bns18joakibokq58h9u167p","2023-11-24 08:35:01"
"1407","627970654","168","1","gumfmpsbolhsokbs0hjkiq4tig","2023-11-24 08:35:44"
"1408","150031859","168","1","rdkm7sh9da3fs7goq6ri29bu03","2023-11-24 08:37:50"
"1409","154","165","1","5m0tollp6emu9619aidfnnnecd","2023-11-24 08:39:17"
"1410","152","172","1","dd8hjb3n2figf55499jcr1pstp","2023-11-24 08:43:15"
"1411","152","173","1","181sb6obemdtk6ohurk470qaop","2023-11-24 08:46:21"
"1412","282360516","163","1","j4llj52v6m7sdtr6kb3e7f65a7","2023-11-24 08:46:50"
"1413","295417419","171","1","mrvi4io54ag4lpd9cnh4evu7rq","2023-11-24 09:01:59"
"1414","295417419","172","1","mrvi4io54ag4lpd9cnh4evu7rq","2023-11-24 09:02:06"
"1415","283962460","168","1","5bsh8m8unssg53naja74a9g10e","2023-11-24 09:06:28"
"1416","153","170","1","309oemfob6kig36d71iiefrkg7","2023-11-24 09:09:04"
"1417","153","172","1","309oemfob6kig36d71iiefrkg7","2023-11-24 09:09:22"
"1418","269564364","174","1","hgcf5c1c4qnas8c0ip8qg41alp","2023-11-24 09:34:13"
"1419","689045585","173","1","7kl81a3im1ap2atjg2ih99std7","2023-11-24 10:07:32"
"1421","872988589","173","1","bgckfbr8jp4sr0endgok487iq2","2023-11-24 12:14:30"
"1422","122","156","1","gr07ovf91qm209mbvpajojlvl6","2023-11-24 13:06:18"
"1423","697399492","173","1","3qqs00eujinvfg984gsv6113qg","2023-11-24 13:10:49"
"1424","697399492","172","1","3qqs00eujinvfg984gsv6113qg","2023-11-24 13:11:08"
"1425","145635122","156","1","ht4au77frjkleu3v496qpdg4qr","2023-11-24 13:16:33"
"1426","110227601","169","1","2dlcesgvbcjg1n9frvlt1ejqbf","2023-11-24 13:25:53"
"1427","563967845","159","1","suoiv6j5ai7971tl5fomc4108c","2023-11-24 13:38:48"
"1428","439085657","155","1","5jcensr8ue1un0qq15qsu8lnr2","2023-11-24 14:54:13"
"1429","198646425","174","1","67mvfi45iturn4lkdhm32mjd5g","2023-11-24 15:09:31"
"1430","272511408","154","1","pulcf24877rm9kac6ai9m53nnj","2023-11-24 15:52:57"
"1431","314979200","159","1","202jg6eu8p2skho3d4tthrvrbq","2023-11-24 16:24:52"
"1434","829783961","156","1","qc6vp7epmspfqgohff3supj1ts","2023-11-24 16:35:07"
"1435","966525346","140","1","umi86gkda5kraa6uivtrgaanhh","2023-11-24 16:53:01"
"1436","321072838","140","1","upme2jvqvsh27onjj7elfeeb52","2023-11-24 16:56:07"
"1437","845284592","140","1","k63k62g67ee7ek00024j6m1m9b","2023-11-24 16:57:41"
"1438","943714275","156","1","j9t2ruoku5mnho21mqofn8dm12","2023-11-24 17:01:14"
"1439","973261661","167","1","ge87qafvq9td8sno659kp1dnfp","2023-11-24 17:03:50"
"1440","149050942","154","1","regf433slujn13r87jld84shmu","2023-11-24 17:25:26"
"1441","147522142","176","1","r3ue84vfacvj01pu542m16kirq","2023-11-24 18:47:06"
"1442","155","176","1","0kia98rprk31286177ova81eci","2023-11-24 19:00:28"
"1443","469623211","156","1","3keip524a4btv0gli3vtsu8g0m","2023-11-24 19:22:19"
"1444","155745692","164","1","ed20e808qng50qpvr38p7lmbm3","2023-11-24 19:37:04"
"1445","155745692","165","1","ed20e808qng50qpvr38p7lmbm3","2023-11-24 19:37:13"
"1446","561527551","159","1","etu0s63hob1s8djunud0adk8vs","2023-11-24 20:12:32"
"1447","631741842","159","1","sqfbtf12jt20ukhg6mm91717jl","2023-11-24 21:06:43"
"1448","245489658","187","1","18qfbet7v11norl6fm8k9g7f5o","2023-11-24 21:40:42"
"1449","960520970","140","1","dk9d62tmbegh22qvlaer9nfccn","2023-11-24 21:43:48"
"1450","520913327","172","1","in10gu6s846j7tg3ul9tk6edbr","2023-11-24 21:43:50"
"1451","520913327","176","1","in10gu6s846j7tg3ul9tk6edbr","2023-11-24 21:47:30"
"1452","935194727","174","1","8dg0ik9ks8r77ebedsd2ria8s0","2023-11-24 22:06:28"
"1453","108560126","154","1","pj2k7ii5iueglu71uokoc17a93","2023-11-24 22:14:42"
"1454","108560126","171","1","pj2k7ii5iueglu71uokoc17a93","2023-11-24 22:17:10"
"1456","592055501","176","1","olvajge6blu363eu66gfuv4kph","2023-11-24 22:20:35"
"1457","114388536","154","1","en96a3mv59qnnp62rn5epfg7qo","2023-11-24 22:24:11"
"1458","488111533","159","1","n93gdudloca1227lcakaofh0nr","2023-11-24 23:13:13"
"1459","837930219","168","1","ba6258fl4tgc07mcev63t43anv","2023-11-24 23:22:10"
"1460","88","182","1","fa1jd8d3rsgd40an1vs8lrfvmp","2023-11-24 23:39:46"
"1461","950282862","162","1","ckhkqvevubuurd47up3lehf0um","2023-11-24 23:42:27"
"1462","950282862","172","1","ckhkqvevubuurd47up3lehf0um","2023-11-24 23:43:13"
"1463","950282862","177","1","ckhkqvevubuurd47up3lehf0um","2023-11-24 23:43:17"
"1467","140","156","1","fufn5p4j4pj9ed52ie7jsfnp1l","2023-11-25 01:17:30"
"1468","537935957","175","1","2ql2q62hcuedjm7cdgn8epa15m","2023-11-25 08:05:12"
"1469","718197826","166","1","5ifn7caj8upke98f0k7nli2241","2023-11-25 08:29:30"
"1470","359001059","170","1","ekmakib7at90svm05m5usvf6a7","2023-11-25 09:06:01"
"1471","114","159","1","km08gh5thn7dq2380ng184cl2a","2023-11-25 11:45:45"
"1472","156","154","1","3qbgubitivro6208usrn9q8iq9","2023-11-25 11:52:08"
"1473","155863493","159","1","udjst5ismblftoovbqpvrca6jh","2023-11-25 13:33:26"
"1474","334502645","187","1","df2h6t4rjmrl1rjf400dnks4k8","2023-11-25 15:30:13"
"1475","783726714","156","1","v8c1ucvhrff0hgef3jtrn54vsq","2023-11-25 16:39:24"
"1477","679324397","171","1","0ku4su6tssntjsu5errlitg5jo","2023-11-25 18:30:26"
"1478","679324397","172","1","0ku4su6tssntjsu5errlitg5jo","2023-11-25 18:30:31"
"1479","316894624","171","1","ciqnfaqsnapa05l6hhrnvoh5ic","2023-11-25 18:32:32"
